Titulo,Custo de Producao,Arrecadacao Bruta,Distribuidora,Genero,Diretor,Nota Rotten Tomatoes,Nota IMDB,Votos IMDB
High Heels and Low Lifes,10000000.0,226792.0,Walt Disney Pictures,,,20.0,6.1,2205.0
High School Musical 3: Senior Year,11000000.0,251056401.0,Walt Disney Pictures,Musical,,66.0,3.7,18587.0
The History Boys,3700000.0,13425589.0,Fox Searchlight,Comedy,,63.0,6.7,10293.0
A History of Violence,32000000.0,59993782.0,New Line,Drama,David Cronenberg,87.0,7.6,79738.0
Hitch,55000000.0,366784257.0,Sony Pictures,Romantic Comedy,Andy Tennant,69.0,5.7,89.0
Hitman,17500000.0,99965792.0,20th Century Fox,Action,,14.0,6.8,520.0
Harold & Kumar Escape from Guantanamo Bay,12000000.0,43231984.0,Warner Bros.,Comedy,,54.0,6.7,42358.0
Harold & Kumar Go to White Castle,9000000.0,18225165.0,New Line,Comedy,,74.0,7.2,56030.0
Held Up,8000000.0,4714090.0,Trimark,Comedy,,17.0,4.7,1840.0
The Hills Have Eyes II,15000000.0,37466538.0,20th Century Fox,Horror,,,5.0,17948.0
The Hills Have Eyes,17000000.0,69623713.0,Fox Searchlight,Horror,Alexandre Aja,49.0,6.5,43747.0
How to Lose Friends & Alienate People,28000000.0,12031443.0,MGM,Comedy,,36.0,6.7,25756.0
Half Past Dead,25000000.0,19233280.0,Sony Pictures,Action,,2.0,4.1,6909.0
Halloween: H2O,17000000.0,55041738.0,Miramax,Horror,Steve Miner,,,
Halloween: Resurrection,15000000.0,37659652.0,Miramax/Dimension,Horror,Rick Rosenthal,,3.9,13181.0
Holy Man,60000000.0,12069719.0,Walt Disney Pictures,Comedy,Stephen Herek,12.0,4.7,9105.0
Milk,20000000.0,50164027.0,Focus Features,Drama,Gus Van Sant,94.0,3.6,479.0
Hamlet 2,9000000.0,4898285.0,Focus Features,Comedy,Andrew Fleming,64.0,6.4,9017.0
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,6500000.0,71281781.0,Walt Disney Pictures,Concert/Performance,,71.0,,
Home on the Range,110000000.0,76482461.0,Walt Disney Pictures,Comedy,,54.0,5.4,4772.0
Hannibal Rising,50000000.0,80583311.0,Weinstein Co.,Thriller/Suspense,Peter Webber,15.0,6.0,28690.0
The Hangover,35000000.0,465132119.0,Warner Bros.,Comedy,Todd Phillips,78.0,7.9,127634.0
Hanging Up,40000000.0,51867723.0,Sony Pictures,Comedy,,12.0,4.3,6098.0
The Hoax,25000000.0,7164995.0,Walt Disney Pictures,Drama,Lasse Hallstrom,85.0,6.9,9171.0
Holes,20000000.0,72383924.0,Walt Disney Pictures,Drama,Andrew Davis,77.0,7.1,19388.0
The Holiday,85000000.0,205190324.0,Sony Pictures,Romantic Comedy,Nancy Meyers,47.0,6.9,48215.0
Hollow Man,90000000.0,191200000.0,Sony Pictures,Horror,Paul Verhoeven,28.0,5.5,41499.0
Holy Girl,1400000.0,1261792.0,Fine Line,Drama,,,,
Home Fries,15000000.0,10513979.0,Warner Bros.,Black Comedy,,31.0,4.7,4806.0
Honey,18000000.0,62192232.0,Universal,Drama,Bille Woodruff,20.0,4.6,13026.0
The Honeymooners,27000000.0,13174426.0,Paramount Pictures,Comedy,John Schultz,14.0,2.6,5012.0
Hoot,15000000.0,8224998.0,New Line,Comedy,,26.0,5.3,2830.0
Hope Floats,30000000.0,81529000.0,20th Century Fox,Drama,Forest Whitaker,23.0,5.3,9168.0
Horton Hears a Who,85000000.0,297133947.0,20th Century Fox,Adventure,,,7.2,31323.0
Hostel: Part II,7500000.0,33606409.0,Lionsgate,Horror,Eli Roth,45.0,5.4,31511.0
Hostage,75000000.0,77636443.0,Miramax,Action,,,7.3,3070.0
Hostel,4800000.0,80578934.0,Lionsgate,Horror,Eli Roth,,5.7,64642.0
Hot Rod,25000000.0,14334401.0,Paramount Pictures,Comedy,,40.0,6.5,22250.0
The Hours,25000000.0,108775994.0,Paramount Pictures,Drama,Stephen Daldry,80.0,7.6,44618.0
Life as a House,18000000.0,23889158.0,New Line,Drama,,46.0,7.5,19308.0
Bringing Down the House,20000000.0,164675402.0,Walt Disney Pictures,Comedy,Adam Shankman,34.0,5.4,16242.0
House of Wax,35000000.0,70064800.0,Warner Bros.,Horror,,25.0,5.4,32159.0
How to Deal,16000000.0,14108518.0,New Line,Drama,,29.0,5.4,5292.0
How High,12000000.0,31260435.0,Universal,Comedy,,27.0,5.5,14470.0
Def Jam's How To Be a Player,12000000.0,14010363.0,Gramercy,Comedy,,,,
Harry Potter and the Chamber of Secrets,100000000.0,878987880.0,Warner Bros.,Adventure,Chris Columbus,82.0,7.2,120063.0
Harry Potter and the Prisoner of Azkaban,130000000.0,795538952.0,Warner Bros.,Adventure,Alfonso Cuaron,90.0,7.7,108928.0
Harry Potter and the Goblet of Fire,150000000.0,896013036.0,Warner Bros.,Adventure,Mike Newell,88.0,7.6,111946.0
Harry Potter and the Order of the Phoenix,150000000.0,938468864.0,Warner Bros.,Adventure,David Yates,78.0,7.4,104074.0
Harry Potter and the Half-Blood Prince,250000000.0,937499905.0,Warner Bros.,Adventure,David Yates,83.0,7.3,73720.0
Harry Potter and the Sorcerer's Stone,125000000.0,976457891.0,Warner Bros.,Adventure,Chris Columbus,,7.2,132238.0
Happy Feet,85000000.0,385000317.0,Warner Bros.,Adventure,George Miller,74.0,6.7,42369.0
Hercules,70000000.0,250700000.0,Walt Disney Pictures,Adventure,,84.0,6.8,21902.0
Hardball,21000000.0,44102389.0,Paramount Pictures,Drama,Brian Robbins,38.0,4.1,165.0
Hard Rain,70000000.0,19870567.0,Paramount Pictures,Action,,26.0,5.6,14375.0
The Horse Whisperer,60000000.0,75383563.0,Walt Disney Pictures,Drama,Robert Redford,71.0,6.3,15831.0
The Heart of Me,7000000.0,196067.0,,,,,6.3,1342.0
Casa de Areia,3750000.0,1178175.0,Sony Pictures Classics,Drama,,,7.5,1519.0
Sorority Row,12500000.0,26735797.0,Summit Entertainment,Horror,,22.0,5.1,7097.0
Hart's War,70000000.0,33076815.0,MGM,Drama,,58.0,6.2,19541.0
The Hitchhiker's Guide to the Galaxy,45000000.0,104019112.0,Walt Disney Pictures,Comedy,,60.0,6.6,61513.0
High Tension,2850000.0,5208449.0,Lionsgate,Horror,,,5.4,165.0
Hot Fuzz,16000000.0,79197493.0,Focus Features,Comedy,Edgar Wright,91.0,8.0,129779.0
Human Traffic,3300000.0,5422740.0,Miramax,,,,6.6,9455.0
How to Train Your Dragon,165000000.0,491581231.0,Paramount Pictures,Comedy,,98.0,8.2,28556.0
I Heart Huckabees,22000000.0,14584713.0,Fox Searchlight,Comedy,,62.0,6.8,35878.0
Hulk,137000000.0,245360480.0,Universal,Action,Ang Lee,62.0,5.7,70844.0
The Incredible Hulk,137500000.0,263349257.0,Universal,Adventure,Louis Leterrier,66.0,7.1,82419.0
The Hunchback of Notre Dame,100000000.0,325500000.0,Walt Disney Pictures,Adventure,Gary Trousdale,73.0,6.5,19479.0
The Hunted,55000000.0,45016494.0,Paramount Pictures,Action,William Friedkin,31.0,5.8,18941.0
Hurricane Streets,500000.0,367582.0,MGM,Drama,,,,
The Hurt Locker,15000000.0,44468574.0,Summit Entertainment,Drama,Kathryn Bigelow,,7.8,83679.0
Hustle & Flow,2800000.0,23563727.0,Paramount Vantage,Drama,,,7.5,18688.0
Starsky & Hutch,60000000.0,170200225.0,Warner Bros.,Comedy,Todd Phillips,64.0,6.2,48935.0
Hollywood Ending,16000000.0,14839383.0,Dreamworks SKG,Romantic Comedy,Woody Allen,46.0,6.3,10486.0
Hollywood Homicide,75000000.0,51107785.0,Sony/Columbia,Action,Ron Shelton,30.0,5.2,16452.0
Whatever it Takes,15000000.0,8735529.0,Sony Pictures,Romantic Comedy,,16.0,5.2,4192.0
Ice Age: The Meltdown,75000000.0,651899282.0,20th Century Fox,Adventure,Carlos Saldanha,,6.9,50981.0
Ice Age: Dawn of the Dinosaurs,90000000.0,886685941.0,20th Century Fox,Adventure,Carlos Saldanha,,7.1,33289.0
Ice Age,65000000.0,383257136.0,20th Century Fox,Adventure,Chris Wedge,77.0,7.4,75552.0
Ice Princess,25000000.0,25732334.0,Walt Disney Pictures,Comedy,,52.0,6.0,7106.0
The Ice Storm,18000000.0,16011975.0,Fox Searchlight,Drama,Ang Lee,82.0,7.5,27544.0
I Come with the Rain,18000000.0,627422.0,,,,,5.2,618.0
Identity,28000000.0,90231264.0,Sony Pictures,Thriller/Suspense,James Mangold,62.0,7.3,57909.0
An Ideal Husband,10700000.0,18542974.0,Miramax,Comedy,,86.0,6.7,8078.0
Idlewild,15000000.0,12669914.0,Universal,Musical,,47.0,5.8,3056.0
Igby Goes Down,9000000.0,4777465.0,MGM,Comedy,,76.0,7.0,19050.0
Igor,30000000.0,26608350.0,MGM,Comedy,,35.0,6.0,6614.0
I Got the Hook-Up!,3500000.0,10317779.0,Miramax,Comedy,,17.0,3.3,985.0
Idle Hands,15000000.0,4023741.0,Sony Pictures,Horror,,15.0,5.8,16157.0
Imaginary Heroes,10000000.0,290875.0,Sony Pictures Classics,Drama,,35.0,7.2,6057.0
I Still Know What You Did Last Summer,24000000.0,40020622.0,Sony Pictures,Horror,,8.0,4.1,23268.0
I Know What You Did Last Summer,17000000.0,125250091.0,Sony Pictures,Horror,,36.0,5.4,36807.0
"I Love You, Beth Cooper",18000000.0,16382538.0,20th Century Fox,Comedy,Chris Columbus,,5.9,179.0
The Illusionist,16500000.0,84276175.0,Yari Film Group Releasing,Drama,,74.0,7.7,92040.0
But I'm a Cheerleader,1200000.0,2595216.0,Lionsgate,Comedy,,,6.1,10073.0
The Imaginarium of Doctor Parnassus,30000000.0,58692979.0,Sony Pictures Classics,Adventure,Terry Gilliam,64.0,7.1,33374.0
Imagine Me & You,7900000.0,972243.0,Fox Searchlight,Romantic Comedy,,,6.7,9534.0
Imagine That,55000000.0,16123323.0,Paramount Pictures,Comedy,Karey Kirkpatrick,38.0,5.4,3092.0
Impostor,40000000.0,6114237.0,Miramax,Thriller/Suspense,,,6.0,9020.0
Inception,160000000.0,753830280.0,Warner Bros.,Thriller/Suspense,Christopher Nolan,87.0,9.1,188247.0
In the Cut,12000000.0,23693646.0,Sony Pictures,Thriller/Suspense,Jane Campion,34.0,5.2,11590.0
In Too Deep,7000000.0,14026509.0,Gramercy,Drama,,36.0,5.5,2529.0
IndigÃ‹nes,18900000.0,6877936.0,Weinstein Co.,Drama,,,7.2,5775.0
Indiana Jones and the Kingdom of the Crystal Skull,185000000.0,786558145.0,Paramount Pictures,Adventure,Steven Spielberg,77.0,6.6,135071.0
In Dreams,30000000.0,12017369.0,Dreamworks SKG,Horror,Neil Jordan,22.0,5.3,7138.0
Infamous,13000000.0,2613717.0,Warner Independent,Drama,,72.0,7.1,6917.0
The Informant,22000000.0,41771168.0,Warner Bros.,Thriller/Suspense,Steven Soderbergh,,6.2,380.0
The Informers,18000000.0,315000.0,Senator Entertainment,Thriller/Suspense,,,5.2,7595.0
Inkheart,60000000.0,58051454.0,Warner Bros.,Adventure,Iain Softley,40.0,6.1,14157.0
In & Out,35000000.0,83226569.0,Paramount Pictures,Comedy,Frank Oz,71.0,6.1,18773.0
I Now Pronounce You Chuck and Larry,85000000.0,185708462.0,Universal,Comedy,Dennis Dugan,14.0,6.1,46347.0
Inside Man,50000000.0,184634237.0,Universal,Thriller/Suspense,Spike Lee,86.0,7.7,86229.0
The Insider,68000000.0,60265197.0,Walt Disney Pictures,Drama,Michael Mann,96.0,8.0,68747.0
Insomnia,46000000.0,113622499.0,Warner Bros.,Thriller/Suspense,Christopher Nolan,92.0,6.3,33.0
Inspector Gadget,75000000.0,97387965.0,Walt Disney Pictures,Comedy,,21.0,3.9,13881.0
Instinct,55000000.0,34105207.0,Walt Disney Pictures,Drama,Jon Turteltaub,27.0,6.2,15388.0
The Invention of Lying,18500000.0,32679264.0,Warner Bros.,Comedy,Ricky Gervais,57.0,6.5,24578.0
The Invasion,80000000.0,40147042.0,Warner Bros.,Thriller/Suspense,,19.0,6.0,28605.0
Ira and Abby,3500000.0,221096.0,Magnolia Pictures,Comedy,,,6.3,855.0
"I, Robot",105000000.0,348601023.0,20th Century Fox,Action,Alex Proyas,58.0,,
Iron Man 2,170000000.0,622128345.0,Paramount Pictures,Adventure,Jon Favreau,74.0,7.3,61256.0
Iron Man,186000000.0,582604126.0,Paramount Pictures,Action,Jon Favreau,94.0,7.9,174040.0
The Iron Giant,50000000.0,31333917.0,Warner Bros.,Adventure,Brad Bird,97.0,7.9,38791.0
Obsluhoval jsem anglickÃˆho krÂ·le,4900000.0,7174984.0,Sony Pictures Classics,Black Comedy,,,7.4,3048.0
The Island,120000000.0,163018913.0,Dreamworks SKG,Action,Michael Bay,40.0,6.9,82601.0
Isn't She Great,36000000.0,2954405.0,Universal,Comedy,Andrew Bergman,25.0,4.9,1426.0
I Spy,70000000.0,33561137.0,Sony Pictures,Action,Betty Thomas,15.0,5.3,18061.0
The Italian Job,60000000.0,175826012.0,Paramount Pictures,Adventure,F. Gary Gray,73.0,6.9,76835.0
I Think I Love My Wife,14000000.0,13205411.0,Fox Searchlight,Romantic Comedy,Chris Rock,19.0,5.5,8643.0
Jack Frost,50000000.0,34645374.0,Warner Bros.,Comedy,,15.0,4.6,6932.0
Jackie Brown,12000000.0,72673162.0,Miramax,Drama,Quentin Tarantino,85.0,7.6,84068.0
The Jackal,60000000.0,159356941.0,Universal,Thriller/Suspense,Michael Caton-Jones,12.0,6.0,35540.0
The Jacket,28500000.0,15452978.0,Warner Independent,Thriller/Suspense,,43.0,7.1,35932.0
Jakob the Liar,15000000.0,4956401.0,Sony Pictures,Drama,,30.0,6.1,6636.0
Jarhead,72000000.0,96947540.0,Universal,Drama,Sam Mendes,61.0,7.2,60650.0
Jawbreaker,3000000.0,3076820.0,Sony Pictures,Black Comedy,,7.0,4.8,9329.0
The World is Not Enough,135000000.0,361730660.0,MGM,Action,Michael Apted,51.0,6.3,59406.0
Die Another Day,142000000.0,431942139.0,MGM,Action,Lee Tamahori,59.0,6.0,67476.0
Casino Royale,102000000.0,596365000.0,Sony Pictures,Action,Martin Campbell,94.0,8.0,172936.0
Quantum of Solace,230000000.0,576368427.0,Sony Pictures,Action,Marc Forster,64.0,6.8,93596.0
Jennifer's Body,16000000.0,32832166.0,20th Century Fox,Thriller/Suspense,,42.0,5.3,24265.0
Jackass: Number Two,11000000.0,83578712.0,Paramount Pictures,Comedy,,63.0,7.2,24434.0
Jackass: The Movie,5000000.0,75466905.0,Paramount Pictures,Comedy,,,6.3,27454.0
Journey to the Center of the Earth,45000000.0,240904370.0,Warner Bros.,Adventure,,,5.9,23756.0
Joe Dirt,16000000.0,30987695.0,Sony Pictures,Comedy,Dennie Gordon,11.0,5.4,18666.0
The Curse of the Jade Scorpion,26000000.0,18496522.0,Dreamworks SKG,Comedy,Woody Allen,45.0,6.7,15897.0
Jeepers Creepers,10000000.0,55026845.0,MGM,Horror,,45.0,5.7,30610.0
Johnny English,45000000.0,160323929.0,Universal,Comedy,,33.0,5.8,29246.0
Jeepers Creepers II,25000000.0,35623801.0,MGM,Horror,,,5.3,15975.0
The Assassination of Jesse James by the Coward Robert Ford,30000000.0,15001776.0,Warner Bros.,Western,,75.0,7.7,57465.0
Johnson Family Vacation,12000000.0,31462753.0,Fox Searchlight,Comedy,,6.0,3.8,3278.0
Jersey Girl,35000000.0,37066129.0,Miramax,Comedy,Kevin Smith,40.0,6.2,27370.0
The Jimmy Show,1000000.0,703.0,,,,40.0,5.1,358.0
Jindabyne,10800000.0,2862544.0,Sony Pictures Classics,Drama,,,6.4,3920.0
Jackpot,400000.0,44452.0,,Drama,Michael Polish,29.0,5.7,408.0
Just Like Heaven,58000000.0,100687083.0,Dreamworks SKG,Romantic Comedy,Mark Waters,57.0,6.8,29457.0
Just My Luck,28000000.0,38326650.0,20th Century Fox,Romantic Comedy,Donald Petrie,13.0,5.0,13368.0
The Messenger: The Story of Joan of Arc,50000000.0,14271297.0,Sony Pictures,Drama,Luc Besson,31.0,,
The Jungle Book 2,20000000.0,135703599.0,Walt Disney Pictures,Adventure,,19.0,5.2,2740.0
Joe Somebody,38000000.0,24515990.0,20th Century Fox,Comedy,John Pasquin,19.0,5.3,5313.0
Jonah Hex,47000000.0,10547117.0,Warner Bros.,Action,,13.0,4.3,2316.0
John Q,36000000.0,102226631.0,New Line,Drama,Nick Cassavetes,22.0,6.6,32338.0
Jonah: A VeggieTales Movie,14000000.0,25606175.0,Artisan,Adventure,,,6.3,1704.0
The Joneses,10000000.0,1475746.0,Roadside Attractions,,,,6.6,4345.0
Josie and the Pussycats,22000000.0,14252830.0,Universal,Comedy,,53.0,5.1,11284.0
Joy Ride,23000000.0,21973182.0,20th Century Fox,Thriller/Suspense,John Dahl,,5.4,118.0
Jerry Maguire,50000000.0,274000000.0,Sony Pictures,Romantic Comedy,Cameron Crowe,84.0,7.2,78603.0
Jay and Silent Bob Strike Back,22000000.0,33762400.0,Miramax/Dimension,Comedy,Kevin Smith,53.0,6.8,62692.0
Jesus' Son,2500000.0,1687548.0,Lionsgate,Drama,,,6.7,4620.0
Being Julia,18000000.0,11039049.0,Sony Pictures,Drama,,76.0,7.1,7067.0
Julie & Julia,40000000.0,126646119.0,Sony Pictures,Comedy,Nora Ephron,75.0,7.2,22269.0
Jumper,82500000.0,222117068.0,20th Century Fox,Adventure,Doug Liman,17.0,5.9,69161.0
Junebug,1000000.0,2678010.0,Sony Pictures Classics,Drama,,86.0,7.1,11457.0
Juno,7000000.0,230327671.0,Fox Searchlight,Comedy,Jason Reitman,93.0,7.9,149855.0
Jurassic Park 3,93000000.0,365900000.0,Universal,Action,Joe Johnston,,7.9,151365.0
Just Looking,3000000.0,39852.0,,,Jason Alexander,,6.3,949.0
Just Married,19000000.0,56127162.0,20th Century Fox,Romantic Comedy,Shawn Levy,20.0,5.1,19508.0
Juwanna Man,15600000.0,13771817.0,Warner Bros.,Comedy,,,4.1,3062.0
Freddy vs. Jason,25000000.0,114326122.0,New Line,Horror,Ronny Yu,41.0,5.8,39182.0
K-19: The Widowmaker,90000000.0,65716126.0,Paramount Pictures,Action,Kathryn Bigelow,61.0,6.5,22288.0
Kate and Leopold,48000000.0,70937778.0,Miramax,Romantic Comedy,James Mangold,,6.2,23600.0
Kama Sutra,3000000.0,4109095.0,Trimark,Drama,Mira Nair,,,
Kangaroo Jack,60000000.0,90723216.0,Warner Bros.,Comedy,,,4.1,9994.0
Kick-Ass,28000000.0,76252166.0,Lionsgate,Action,Matthew Vaughn,75.0,8.1,86990.0
The Original Kings of Comedy,3000000.0,38236338.0,Paramount Pictures,Concert/Performance,Spike Lee,86.0,6.2,3258.0
Kiss of the Dragon,25000000.0,36833473.0,20th Century Fox,Action,Chris Nahon,51.0,6.3,22087.0
Kung Fu Hustle,20000000.0,101004669.0,Sony Pictures Classics,Action,Stephen Chow,89.0,,
The Karate Kid,40000000.0,350591618.0,Sony Pictures,Adventure,,67.0,6.1,20039.0
The Kentucky Fried Movie,600000.0,20000000.0,United Film Distribution Co.,Comedy,John Landis,77.0,6.4,8342.0
Kicking and Screaming,45000000.0,55842724.0,Universal,Comedy,,,6.9,3841.0
Kill Bill: Volume 2,55000000.0,150907920.0,Miramax,Action,Quentin Tarantino,,8.0,182834.0
Kill Bill: Volume 1,55000000.0,180098138.0,Miramax,Action,Quentin Tarantino,85.0,8.2,231761.0
Kingdom Come,7000000.0,23393939.0,Fox Searchlight,Comedy,,28.0,,
Kingdom of Heaven,110000000.0,211398413.0,20th Century Fox,Adventure,Ridley Scott,39.0,7.1,83189.0
Kinsey,11000000.0,13000959.0,Fox Searchlight,Drama,Bill Condon,90.0,7.2,20135.0
Kissing Jessica Stein,1500000.0,8915268.0,Fox Searchlight,Romantic Comedy,,,6.8,8291.0
Kiss the Girls,27000000.0,60527873.0,Paramount Pictures,Thriller/Suspense,,32.0,6.4,20932.0
King Kong,207000000.0,550517357.0,Universal,Adventure,Peter Jackson,83.0,7.6,132720.0
Knocked Up,27500000.0,218994109.0,Universal,Romantic Comedy,Judd Apatow,90.0,7.5,111192.0
Knight and Day,117000000.0,228937227.0,20th Century Fox,Action,James Mangold,,6.6,13887.0
The Kingdom,72500000.0,86509602.0,Universal,Action,Peter Berg,51.0,7.1,47200.0
Black Knight,35000000.0,33422806.0,20th Century Fox,Comedy,,13.0,4.3,12747.0
Knockaround Guys,15000000.0,12419700.0,New Line,Drama,,,6.0,11019.0
Knowing,50000000.0,187858642.0,Summit Entertainment,Thriller/Suspense,Alex Proyas,32.0,6.4,58138.0
Knock Off,35000000.0,10319915.0,Sony Pictures,Action,,8.0,4.1,5852.0
K-PAX,48000000.0,50315140.0,Universal,Drama,Iain Softley,40.0,7.3,50475.0
Christmas with the Kranks,50000000.0,96501902.0,Sony Pictures,Comedy,,5.0,4.7,9126.0
King's Ransom,25000000.0,4049527.0,New Line,Comedy,Jeffrey W. Byrd,2.0,3.5,2251.0
"Kiss Kiss, Bang Bang",15000000.0,13105837.0,Warner Bros.,Comedy,,83.0,,
A Knight's Tale,41000000.0,56083966.0,Sony Pictures,Adventure,,58.0,6.6,47609.0
The Kite Runner,20000000.0,73222245.0,Paramount Vantage,Drama,Marc Forster,66.0,7.8,26816.0
Kundun,28000000.0,5686694.0,Walt Disney Pictures,Drama,Martin Scorsese,76.0,7.0,10248.0
Kung Pow: Enter the Fist,10000000.0,16033556.0,20th Century Fox,Comedy,Steve Oedekerk,,5.7,19348.0
L.A. Confidential,35000000.0,110604977.0,Warner Bros.,Drama,Curtis Hanson,99.0,8.4,165161.0
Law Abiding Citizen,53000000.0,113190972.0,Overture Films,Thriller/Suspense,F. Gary Gray,25.0,7.2,45577.0
Ladder 49,60000000.0,102332848.0,Walt Disney Pictures,Action,Jay Russell,40.0,6.5,23369.0
The Ladykillers,35000000.0,77692139.0,Walt Disney Pictures,Comedy,Joel Coen,54.0,6.2,39242.0
Lady in the Water,75000000.0,72785169.0,Warner Bros.,Drama,M. Night Shyamalan,24.0,5.8,47535.0
The Lake House,40000000.0,114830111.0,Warner Bros.,Drama,,36.0,6.8,36613.0
Lakeview Terrace,20000000.0,44263506.0,Sony/Screen Gems,Thriller/Suspense,Neil LaBute,46.0,6.3,18547.0
The Ladies Man,11000000.0,13719474.0,Paramount Pictures,Comedy,,11.0,4.7,6556.0
Land of the Lost,100000000.0,69548641.0,Universal,Comedy,Brad Silberling,26.0,5.3,16830.0
Changing Lanes,45000000.0,66790248.0,Paramount Pictures,Thriller/Suspense,,77.0,6.5,29222.0
Lars and the Real Girl,12500000.0,10553442.0,MGM,Comedy,,81.0,7.5,32423.0
L'auberge espagnole,5900000.0,3895664.0,Fox Searchlight,Comedy,,,7.3,15696.0
Laws of Attraction,32000000.0,29948322.0,New Line,Romantic Comedy,,18.0,5.7,9266.0
Little Black Book,30000000.0,21758371.0,Sony Pictures,Romantic Comedy,,21.0,5.2,7625.0
Layer Cake,6500000.0,11850214.0,Sony Pictures Classics,Thriller/Suspense,Matthew Vaughn,,7.4,39857.0
Larry the Cable Guy: Health Inspector,17000000.0,15680099.0,Lionsgate,Comedy,,6.0,2.8,7547.0
Little Children,14000000.0,14763019.0,New Line,Drama,Todd Field,79.0,7.8,37162.0
Save the Last Dance,13000000.0,131638276.0,Paramount Pictures,Drama,,53.0,5.9,20355.0
George A. Romero's Land of the Dead,15000000.0,45900082.0,Universal,Horror,George A. Romero,,,
Left Behind,18500000.0,4221341.0,Cloud Ten Pictures,Drama,,,5.0,43.0
Legion,26000000.0,64622938.0,Sony Pictures,Thriller/Suspense,,19.0,5.0,19962.0
I am Legend,150000000.0,585055701.0,Warner Bros.,Horror,Francis Lawrence,69.0,7.1,153631.0
Leatherheads,58000000.0,40830862.0,Universal,Romantic Comedy,George Clooney,52.0,6.1,14504.0
Life Before Her Eyes,12000000.0,303439.0,Magnolia Pictures,Drama,,,,
Letters from Iwo Jima,13000000.0,68756082.0,Warner Bros.,Drama,Clint Eastwood,91.0,8.1,56872.0
"Life, or Something Like It",40000000.0,14448589.0,20th Century Fox,Romantic Comedy,Stephen Herek,,,
Last Holiday,45000000.0,43343247.0,Paramount Pictures,Comedy,Wayne Wang,54.0,6.3,8060.0
The Hurricane,38000000.0,73956241.0,Universal,Drama,Norman Jewison,83.0,7.4,32172.0
Liar Liar,45000000.0,302710615.0,Universal,Comedy,Tom Shadyac,82.0,6.7,67798.0
Equilibrium,20000000.0,5345869.0,Miramax/Dimension,Action,,37.0,7.7,86428.0
Chasing Liberty,23000000.0,12291975.0,Warner Bros.,Romantic Comedy,,19.0,5.8,7855.0
The Libertine,22000000.0,9448623.0,Weinstein Co.,Drama,,,6.4,16266.0
L.I.E.,700000.0,1138836.0,Lot 47 Films,Drama,,83.0,7.2,5122.0
The Life Aquatic with Steve Zissou,50000000.0,34806726.0,Walt Disney Pictures,Comedy,Wes Anderson,53.0,7.2,57889.0
The Life of David Gale,50000000.0,28920188.0,Universal,Thriller/Suspense,Alan Parker,20.0,7.3,37628.0
Life,75000000.0,73521587.0,Universal,Comedy,Ted Demme,50.0,5.3,99.0
Like Mike,30000000.0,62432423.0,20th Century Fox,Comedy,John Schultz,56.0,4.4,4870.0
Lilo & Stitch,80000000.0,245800000.0,Walt Disney Pictures,Adventure,,,7.1,25611.0
Limbo,8300000.0,2016687.0,Sony Pictures,Drama,John Sayles,,6.9,3855.0
Light It Up,13000000.0,5871603.0,20th Century Fox,Drama,,38.0,5.4,2257.0
Living Out Loud,12000000.0,12905901.0,New Line,Drama,Richard LaGravenese,58.0,6.5,3040.0
The Lizzie McGuire Movie,15000000.0,55534455.0,Walt Disney Pictures,Comedy,,40.0,4.7,10199.0
Letters to Juliet,30000000.0,68332453.0,Summit Entertainment,Drama,,42.0,6.3,4576.0
